brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
Mercedes,GLA Class,2023,Manual,4008,Diesel,20,45.7,1.8,33955.47
Ford,Kuga,2009,Automatic,52244,Electric,205,31.2,1.4,9671.36
Toyota,Yaris,2020,Automatic,21398,Diesel,30,57.0,1.8,22384.7
Ford,Kuga,2019,Automatic,30906,Petrol,555,67.8,1.9,22829.11
Ford,Focus,2017,Automatic,18365,Electric,555,47.1,1.4,18700.65
Vauxhall,Astra,2007,Automatic,99149,Petrol,0,34.9,1.8,5980.86
Mercedes,B Class,2022,Semi-Auto,27567,Diesel,555,60.5,2.6,34988.28
VW,Tiguan,2008,Automatic,63664,Petrol,150,49.4,1.4,7704.37
VW,Touareg,2006,Automatic,62037,Electric,20,69.5,1.8,9344.55
Hyundai,i30,2006,Semi-Auto,102957,Hybrid,555,71.8,1.3,3835.4
BMW,4 Series,2011,Automatic,47987,Hybrid,205,62.5,2.8,27881.82
Ford,EcoSport,2009,Manual,52183,Diesel,145,60.7,1.8,10184.25
VW,Golf,2015,Automatic,25126,Hybrid,20,47.0,1.4,17041.42
Ford,Galaxy,2018,Manual,15092,Hybrid,30,40.7,1.9,16818.88
Hyundai,i20,2015,Manual,32114,Electric,145,51.0,1.5,13939.28
Toyota,C-HR,2019,Manual,62478,Petrol,150,58.7,1.6,15901.78
Vauxhall,Crossland X,2015,Automatic,32503,Petrol,20,63.1,1.9,16292.06
Vauxhall,Insignia,2016,Manual,33037,Electric,125,44.3,1.2,11255.72
Vauxhall,Mokka,2015,Semi-Auto,29087,Hybrid,555,40.9,1.5,10853.89
Skoda,Karoq,2006,Manual,54881,Petrol,0,62.7,1.6,5955.73
BMW,3 Series,2019,Semi-Auto,25797,Petrol,30,44.3,3.0,31820.42
Mercedes,B Class,2013,Manual,39000,Hybrid,30,51.7,1.7,24442.34
Audi,Q3,2014,Automatic,44378,Diesel,20,39.1,1.9,21171.03
Audi,A5,2020,Manual,73919,Diesel,555,58.4,2.2,27254.43
Audi,A1,2015,Manual,27218,Electric,125,46.5,2.4,23219.53
Toyota,Aygo,2008,Manual,160361,Hybrid,205,48.5,1.6,6446.73
Ford,Mondeo,2009,Manual,55950,Petrol,150,32.4,1.6,7280.42
Hyundai,Santa Fe,2009,Semi-Auto,69722,Electric,20,28.9,1.9,7504.48
Ford,Galaxy,2008,Automatic,49712,Electric,30,44.3,1.4,8199.83
Hyundai,i30,2007,Manual,52231,Hybrid,145,66.1,1.8,7302.11
Hyundai,Kona,2021,Manual,6744,Electric,125,27.5,1.3,20356.59
Vauxhall,Crossland X,2008,Manual,46359,Electric,0,28.2,1.6,4626.7
Skoda,Octavia,2009,Semi-Auto,71880,Electric,555,55.7,1.4,8980.9
BMW,1 Series,2023,Manual,11623,Petrol,0,26.8,1.9,28014.09
Toyota,RAV4,2014,Automatic,37241,Electric,30,43.1,1.6,14562.74
Mercedes,A Class,2014,Manual,31016,Diesel,150,42.0,3.0,28873.96
Toyota,RAV4,2007,Semi-Auto,87578,Electric,0,63.1,2.1,9535.81
Hyundai,i10,2018,Manual,21314,Electric,30,27.5,1.6,15818.9
BMW,1 Series,2009,Automatic,62656,Petrol,145,67.9,1.7,19773.05
Ford,Kuga,2009,Automatic,45395,Hybrid,0,40.3,1.7,9813.64
Skoda,Kodiaq,2018,Semi-Auto,40173,Petrol,20,68.9,1.3,15504.74
Vauxhall,Crossland X,2021,Semi-Auto,11019,Petrol,150,50.5,1.5,17870.41
Ford,Kuga,2008,Automatic,50255,Petrol,0,47.9,1.2,8047.84
Audi,A5,2006,Semi-Auto,54933,Hybrid,0,41.8,1.8,14349.6
VW,Touareg,2018,Manual,36153,Hybrid,150,76.2,1.4,17280.59
Mercedes,A Class,2023,Semi-Auto,5572,Petrol,30,65.6,2.2,35025.78
Hyundai,Ioniq,2021,Manual,31621,Electric,145,45.9,1.1,16859.95
Mercedes,C Class,2007,Automatic,58122,Electric,145,34.0,1.3,19029.65
Hyundai,Tucson,2016,Automatic,43057,Electric,125,59.9,2.0,15116.61
Ford,Fiesta,2018,Manual,60331,Diesel,0,63.6,1.5,14723.24
Skoda,Citigo,2017,Automatic,18261,Hybrid,125,58.8,1.1,13662.43
Toyota,C-HR,2006,Manual,95637,Hybrid,205,76.5,1.1,8693.51
Skoda,Superb,2007,Automatic,82013,Petrol,205,53.7,1.5,5110.81
BMW,1 Series,2018,Automatic,24550,Diesel,150,46.7,1.9,27434.93
Toyota,Land Cruiser,2015,Semi-Auto,41846,Electric,125,28.4,1.4,15604.24
Ford,Galaxy,2023,Manual,10532,Diesel,150,55.2,1.1,18394.41
Toyota,Aygo,2022,Semi-Auto,19061,Diesel,20,55.9,1.7,20451.01
BMW,3 Series,2014,Automatic,86305,Petrol,30,63.5,1.8,22961.94
BMW,4 Series,2016,Semi-Auto,49845,Petrol,30,36.7,2.5,27421.84
Audi,Q3,2019,Automatic,44174,Diesel,30,39.6,1.2,24625.63
BMW,1 Series,2006,Manual,62075,Diesel,20,53.0,1.8,19214.04
Mercedes,A Class,2005,Manual,59965,Diesel,30,55.0,2.8,21257.76
BMW,X1,2008,Manual,48001,Electric,205,66.6,1.6,17011.83
Toyota,C-HR,2005,Semi-Auto,60357,Electric,30,34.7,1.3,6201.27
Mercedes,C Class,2019,Manual,12371,Petrol,145,52.8,2.3,29807.36
Vauxhall,Crossland X,2022,Semi-Auto,19156,Petrol,205,42.2,1.1,17803.56
Hyundai,Santa Fe,2021,Manual,27077,Petrol,150,60.2,2.0,18830.71
Vauxhall,Grandland X,2020,Semi-Auto,9221,Hybrid,150,43.1,1.4,17248.69
Hyundai,i10,2013,Manual,32944,Electric,125,59.5,1.5,13491.32
Ford,Fiesta,2012,Automatic,54874,Diesel,0,71.7,1.3,13839.37
Hyundai,Kona,2017,Semi-Auto,21856,Diesel,150,61.7,1.2,14205.6
Audi,Q2,2023,Automatic,9662,Diesel,555,43.5,2.1,32233.05
VW,T-Cross,2010,Semi-Auto,53634,Petrol,125,35.5,1.1,8388.36
Audi,Q7,2020,Manual,27484,Hybrid,30,44.1,2.8,29336.75
Skoda,Karoq,2010,Semi-Auto,44630,Petrol,30,51.4,1.0,5974.28
BMW,X1,2007,Semi-Auto,56790,Electric,150,40.1,2.4,17741.17
Ford,Focus,2018,Automatic,40391,Electric,150,32.8,1.6,17461.03
Hyundai,Santa Fe,2023,Manual,12927,Electric,30,56.0,1.3,17437.9
Ford,Mondeo,2005,Automatic,75793,Electric,0,59.7,1.9,6981.59
Ford,EcoSport,2015,Automatic,28839,Diesel,555,39.7,1.6,15140.67
Ford,Kuga,2007,Manual,48633,Hybrid,20,42.6,2.0,8748.09
Skoda,Superb,2005,Semi-Auto,55055,Diesel,145,38.1,1.2,1768.33
BMW,1 Series,2006,Semi-Auto,64718,Electric,205,68.6,2.6,16988.99
Vauxhall,Crossland X,2016,Automatic,50472,Electric,125,46.6,1.1,13718.39
Ford,Puma,2007,Manual,50254,Hybrid,20,46.8,1.0,5812.19
BMW,X1,2010,Semi-Auto,52683,Diesel,20,59.6,2.6,21905.69
Skoda,Kamiq,2020,Automatic,32320,Petrol,205,54.4,1.4,16392.86
Ford,Fiesta,2008,Semi-Auto,79196,Diesel,145,53.4,2.0,7745.66
Mercedes,C Class,2012,Manual,65130,Petrol,555,49.7,2.0,22431.76
Ford,Fiesta,2016,Manual,38843,Electric,555,62.1,1.1,14963.09
Hyundai,i10,2005,Manual,62956,Diesel,555,79.0,1.6,3498.1
BMW,5 Series,2017,Semi-Auto,33613,Electric,205,36.9,2.8,28027.12
Ford,Kuga,2017,Semi-Auto,59262,Diesel,555,46.8,1.4,15306.18
Mercedes,B Class,2013,Automatic,51504,Petrol,20,56.3,1.6,25886.27
BMW,X1,2022,Semi-Auto,26571,Diesel,205,72.8,2.3,31792.38
VW,Passat,2020,Automatic,22444,Diesel,0,38.6,1.7,21094.21
VW,Tiguan,2021,Automatic,11000,Diesel,30,69.1,1.2,22125.18
Ford,Focus,2011,Manual,36690,Petrol,205,69.5,1.4,11044.92
Hyundai,Ioniq,2009,Automatic,65908,Hybrid,20,67.7,1.3,8639.73
BMW,X3,2022,Semi-Auto,73849,Hybrid,0,58.4,2.8,31480.6
VW,Touareg,2018,Manual,72743,Electric,20,50.5,1.2,16687.59
BMW,2 Series,2014,Automatic,64228,Hybrid,555,46.9,2.8,26183.66
Vauxhall,Corsa,2010,Semi-Auto,46686,Electric,205,52.4,1.1,5335.23
Audi,Q3,2015,Automatic,26569,Diesel,145,56.4,1.1,22846.17
Skoda,Citigo,2015,Semi-Auto,25601,Hybrid,20,57.1,1.3,12043.99
Hyundai,i20,2014,Automatic,52802,Electric,205,39.4,1.8,14431.45
BMW,4 Series,2019,Manual,13351,Electric,150,59.2,2.6,31170.55
Audi,Q7,2010,Manual,70281,Hybrid,0,53.2,2.4,16771.95
Ford,Focus,2011,Manual,43676,Diesel,150,37.3,1.0,9750.04
Hyundai,i30,2016,Semi-Auto,40135,Electric,0,30.6,1.6,13453.59
Hyundai,i30,2020,Automatic,14304,Electric,150,64.2,1.2,18952.96
Skoda,Fabia,2013,Automatic,62067,Petrol,30,42.4,1.3,11216.41
Hyundai,Ioniq,2012,Automatic,156643,Diesel,205,47.1,1.7,9631.52
VW,Polo,2005,Semi-Auto,64280,Diesel,0,62.1,2.0,6714.48
Hyundai,i30,2014,Automatic,40073,Hybrid,150,51.9,1.4,13758.6
Vauxhall,Mokka,2011,Semi-Auto,118807,Hybrid,205,72.1,1.7,8125.42
BMW,1 Series,2021,Automatic,35243,Hybrid,145,61.7,2.3,29925.53
Mercedes,GLC Class,2008,Semi-Auto,71756,Petrol,150,37.4,1.9,17609.0
Mercedes,C Class,2014,Manual,32456,Diesel,0,45.8,2.2,26339.89
Toyota,Land Cruiser,2015,Automatic,30772,Diesel,145,64.5,2.1,17896.1
Mercedes,E Class,2017,Semi-Auto,25028,Petrol,125,69.8,2.3,27972.75
Skoda,Karoq,2012,Automatic,55766,Electric,145,55.2,1.9,10984.15
Ford,Galaxy,2022,Manual,7924,Hybrid,145,40.8,1.1,18737.41
VW,Touareg,2010,Automatic,81258,Hybrid,125,45.0,2.0,10521.56
Mercedes,E Class,2015,Semi-Auto,81911,Hybrid,20,55.9,2.3,29341.34
Vauxhall,Corsa,2023,Automatic,3655,Petrol,20,33.8,1.5,19357.67
Toyota,RAV4,2014,Semi-Auto,121588,Petrol,125,31.8,2.3,15256.88
Skoda,Superb,2023,Semi-Auto,14377,Diesel,20,67.2,1.3,22280.02
Vauxhall,Mokka,2010,Semi-Auto,44244,Petrol,30,37.3,1.0,5770.64
Ford,Puma,2007,Manual,52126,Electric,555,43.2,1.6,6213.51
Toyota,Aygo,2006,Automatic,81244,Diesel,150,77.8,2.1,9951.52
VW,Golf,2005,Automatic,123541,Petrol,150,36.2,1.9,5528.03
Mercedes,B Class,2008,Semi-Auto,88046,Hybrid,145,72.1,1.6,19073.54
Mercedes,E Class,2021,Automatic,34396,Hybrid,30,65.9,2.0,31936.84
Skoda,Superb,2016,Manual,44815,Diesel,205,76.3,1.9,16006.89
Audi,A5,2012,Automatic,38083,Diesel,30,36.0,1.4,19185.65
BMW,X1,2006,Semi-Auto,56067,Hybrid,0,63.0,2.7,22186.84
BMW,1 Series,2006,Automatic,68354,Petrol,145,42.1,2.1,18987.79
Vauxhall,Insignia,2009,Manual,43918,Petrol,145,54.8,1.3,6441.42
Ford,Puma,2008,Automatic,47774,Petrol,555,60.3,1.3,9326.34
Hyundai,Kona,2011,Semi-Auto,79919,Diesel,30,53.4,1.4,8756.63
Audi,Q7,2020,Manual,25008,Electric,20,25.1,1.7,27153.09
BMW,X5,2009,Manual,43820,Petrol,145,29.6,2.6,18775.14
Hyundai,Tucson,2014,Semi-Auto,33015,Electric,0,61.6,1.1,9898.74
Mercedes,C Class,2015,Semi-Auto,49705,Petrol,0,59.1,1.5,24622.76
Audi,A4,2010,Semi-Auto,43973,Hybrid,145,78.0,2.8,21610.88
BMW,X1,2015,Manual,46993,Petrol,145,68.3,2.1,21312.24
Toyota,Land Cruiser,2020,Semi-Auto,26949,Diesel,0,66.3,1.2,18736.26
Ford,Fiesta,2018,Automatic,49822,Electric,30,55.5,1.8,19258.99
Toyota,Prius,2016,Automatic,37681,Petrol,30,64.6,2.3,18599.39
Vauxhall,Crossland X,2008,Semi-Auto,51212,Electric,150,36.8,1.0,4855.67
Audi,Q7,2023,Automatic,21485,Diesel,150,65.1,3.0,34175.12
VW,Tiguan,2008,Semi-Auto,83020,Diesel,205,64.9,1.7,9193.14
Ford,Galaxy,2022,Automatic,39281,Petrol,555,67.0,1.0,20389.58
Vauxhall,Astra,2007,Semi-Auto,71911,Hybrid,0,78.7,1.2,6113.89
VW,Golf,2022,Automatic,30944,Electric,555,35.6,1.6,23177.71
Vauxhall,Grandland X,2019,Manual,15453,Electric,555,30.3,1.4,14801.02
Audi,A3,2017,Semi-Auto,45213,Petrol,20,25.0,2.1,22843.34
Mercedes,GLA Class,2022,Manual,6505,Electric,0,41.4,2.9,35998.75
Hyundai,Ioniq,2019,Semi-Auto,26163,Electric,555,41.3,1.7,16984.6
BMW,2 Series,2012,Manual,33128,Hybrid,145,63.5,2.0,24092.46
VW,Tiguan,2016,Automatic,100463,Petrol,30,32.4,1.1,11320.84
Toyota,Aygo,2013,Automatic,49983,Diesel,205,76.9,1.3,15961.48
Hyundai,Tucson,2011,Automatic,51529,Hybrid,20,53.7,1.1,7594.83
Vauxhall,Crossland X,2023,Automatic,30268,Diesel,0,35.2,2.0,20967.86
VW,T-Roc,2023,Semi-Auto,15585,Diesel,30,42.8,2.0,22334.79
BMW,X3,2015,Automatic,89932,Electric,125,52.4,2.1,26174.82
Mercedes,E Class,2015,Semi-Auto,77773,Electric,145,31.2,2.7,25223.02
VW,Touareg,2015,Automatic,26163,Diesel,145,63.1,1.3,16168.76
Skoda,Karoq,2009,Automatic,43404,Diesel,150,66.2,1.5,10224.09
BMW,X1,2022,Semi-Auto,10161,Electric,145,65.2,2.5,32665.62
Toyota,Prius,2005,Automatic,71453,Petrol,0,31.5,1.0,6110.98
Hyundai,i30,2010,Semi-Auto,47489,Hybrid,145,37.8,1.1,6483.17
Hyundai,Ioniq,2022,Manual,44042,Hybrid,125,39.6,1.8,18720.1
VW,T-Roc,2012,Automatic,105603,Hybrid,205,37.1,2.0,12585.43
Toyota,C-HR,2015,Automatic,24497,Petrol,555,36.3,1.0,14823.12
Hyundai,Santa Fe,2016,Automatic,21447,Diesel,145,78.4,1.8,16451.34
Vauxhall,Astra,2007,Manual,77428,Diesel,0,40.4,1.7,2396.87
Toyota,Corolla,2022,Semi-Auto,25995,Diesel,0,73.1,1.2,19571.96
Skoda,Superb,2009,Manual,159030,Diesel,145,61.9,1.9,5648.31
Vauxhall,Grandland X,2022,Semi-Auto,14108,Petrol,125,39.3,1.8,17479.92
Ford,EcoSport,2007,Automatic,79676,Diesel,20,59.2,1.4,6872.43
Skoda,Fabia,2011,Automatic,59662,Hybrid,555,48.2,1.3,11152.36
VW,Touareg,2005,Manual,60383,Hybrid,125,75.7,1.7,8882.16
Audi,Q2,2017,Manual,78263,Electric,0,57.6,1.5,22063.21
VW,Touareg,2016,Automatic,78511,Electric,125,38.3,1.7,14067.32
Skoda,Kamiq,2007,Manual,58885,Diesel,0,69.8,2.0,6554.74
BMW,4 Series,2011,Automatic,42410,Electric,205,34.3,2.8,26148.86
BMW,3 Series,2005,Semi-Auto,136675,Hybrid,30,38.3,1.6,13726.22
Mercedes,GLA Class,2007,Automatic,53226,Diesel,555,53.3,2.8,22954.34
Toyota,C-HR,2015,Manual,28793,Electric,20,49.1,2.0,17298.26
Audi,A3,2016,Automatic,30193,Petrol,20,55.9,1.6,23895.93
Mercedes,E Class,2017,Semi-Auto,57954,Petrol,30,49.0,2.1,28787.98
Toyota,Prius,2022,Semi-Auto,7104,Diesel,150,74.9,1.4,22699.17
Audi,Q7,2022,Manual,43593,Petrol,205,50.8,1.1,27015.47
VW,Tiguan,2007,Semi-Auto,85258,Diesel,150,75.7,2.1,10030.31
Hyundai,Tucson,2021,Manual,34627,Diesel,145,62.8,1.2,16111.95
Hyundai,i10,2010,Automatic,39661,Petrol,555,67.0,1.9,11558.06
VW,Polo,2014,Automatic,77727,Petrol,555,33.9,1.4,14484.23
Skoda,Octavia,2009,Automatic,55137,Diesel,125,62.9,1.1,8872.58
Skoda,Superb,2019,Semi-Auto,14495,Hybrid,150,41.9,1.7,17822.12
Skoda,Superb,2010,Manual,50253,Hybrid,205,45.0,1.2,7033.53
Mercedes,C Class,2009,Automatic,46475,Hybrid,150,55.8,2.8,24190.75
Mercedes,E Class,2022,Manual,20444,Diesel,145,38.7,2.4,33730.53
Ford,EcoSport,2011,Semi-Auto,42266,Petrol,0,65.1,1.7,10573.49
Toyota,Prius,2023,Manual,12147,Petrol,555,49.5,1.8,24815.49
Ford,Kuga,2017,Manual,18233,Hybrid,20,57.6,1.1,14923.37
Toyota,Corolla,2021,Manual,19076,Diesel,30,71.3,2.3,22890.93
VW,Golf,2019,Manual,30326,Diesel,30,60.5,1.8,20433.45
Vauxhall,Mokka,2006,Manual,90339,Electric,125,36.9,1.2,1500.0
Audi,A5,2021,Semi-Auto,36269,Electric,0,45.5,1.9,27397.92
Audi,Q2,2008,Automatic,47217,Hybrid,30,46.8,2.7,19052.28
Toyota,Land Cruiser,2017,Semi-Auto,23542,Petrol,125,41.9,1.8,21133.17
VW,T-Roc,2016,Semi-Auto,45244,Electric,0,64.9,2.2,17462.56
VW,Golf,2019,Manual,28403,Diesel,125,64.0,1.1,16566.33
Ford,Focus,2010,Semi-Auto,47634,Petrol,150,43.7,1.7,9777.17
BMW,X5,2020,Semi-Auto,9675,Diesel,205,64.1,2.4,31017.94
Audi,A5,2006,Manual,53847,Diesel,30,58.1,1.3,12899.34
Audi,A4,2013,Manual,46765,Electric,0,50.4,2.2,22795.71
Mercedes,A Class,2011,Semi-Auto,40466,Electric,205,32.7,2.8,25914.99
Ford,Galaxy,2023,Manual,3666,Hybrid,555,65.9,1.2,21197.63
BMW,4 Series,2017,Semi-Auto,42515,Diesel,205,44.1,1.7,24539.3
Ford,EcoSport,2008,Manual,45641,Electric,20,52.0,1.9,11115.15
BMW,X5,2009,Automatic,82954,Petrol,205,59.9,2.8,22537.89
VW,T-Roc,2016,Manual,46041,Electric,205,61.1,1.3,14406.41
Skoda,Kamiq,2023,Manual,33729,Electric,125,46.5,1.1,19939.94
BMW,5 Series,2022,Semi-Auto,4670,Hybrid,0,66.9,1.8,31704.34
VW,Polo,2021,Manual,39997,Electric,150,55.9,2.0,22017.26
Toyota,Corolla,2008,Manual,57041,Electric,205,36.4,2.0,10862.38
Skoda,Kamiq,2013,Automatic,56304,Electric,555,43.6,1.8,15237.89
Ford,Kuga,2022,Automatic,4703,Electric,150,38.8,1.3,19235.02
Toyota,Land Cruiser,2009,Automatic,73184,Petrol,30,45.1,2.1,11572.32
BMW,4 Series,2021,Semi-Auto,27500,Hybrid,0,62.6,2.7,35761.01
Ford,Puma,2005,Manual,79402,Diesel,20,62.0,1.5,4711.99
BMW,5 Series,2012,Semi-Auto,38187,Petrol,205,57.6,2.4,22429.0
VW,T-Cross,2006,Manual,73802,Electric,145,34.1,1.7,7136.07
Hyundai,i10,2021,Automatic,7498,Diesel,150,65.3,1.6,21443.32
Hyundai,Santa Fe,2005,Manual,79978,Petrol,150,60.1,2.0,4870.78
Toyota,C-HR,2023,Manual,27150,Petrol,20,28.1,2.1,21041.3
VW,T-Cross,2022,Automatic,12273,Hybrid,125,71.7,1.5,21650.89
Hyundai,Tucson,2017,Automatic,105881,Petrol,20,43.3,1.3,10698.4
VW,Polo,2021,Semi-Auto,31838,Hybrid,145,71.1,2.4,24979.94
VW,Touareg,2023,Semi-Auto,13336,Electric,125,50.3,2.4,22149.38
Skoda,Kodiaq,2019,Automatic,29946,Electric,555,63.8,1.9,18378.3
BMW,5 Series,2007,Semi-Auto,96691,Diesel,150,45.3,2.5,18547.7
Toyota,Corolla,2021,Automatic,25969,Petrol,145,36.9,2.1,21473.36
BMW,X3,2015,Manual,50418,Diesel,145,50.9,2.2,25596.41
Ford,Mondeo,2011,Semi-Auto,83945,Diesel,145,45.9,1.2,7435.92
Hyundai,i20,2011,Manual,39961,Hybrid,20,39.8,1.2,8783.73
Vauxhall,Grandland X,2005,Automatic,67556,Petrol,150,41.7,1.8,4474.53
Vauxhall,Grandland X,2013,Semi-Auto,35679,Diesel,145,76.2,2.0,12527.55
Toyota,Yaris,2023,Manual,14464,Petrol,0,44.0,1.8,24660.96
VW,T-Cross,2017,Automatic,26901,Diesel,555,40.4,1.7,16468.29
Skoda,Karoq,2005,Manual,63921,Diesel,150,39.5,1.4,4250.44
Mercedes,B Class,2022,Semi-Auto,72743,Diesel,150,78.1,1.8,32829.46
Skoda,Fabia,2020,Semi-Auto,16866,Diesel,150,68.8,1.4,16663.1
Toyota,Corolla,2019,Manual,41697,Diesel,20,65.9,2.5,19909.01
Mercedes,B Class,2022,Semi-Auto,4526,Electric,30,61.0,1.6,32567.34
Vauxhall,Corsa,2010,Semi-Auto,42720,Electric,150,65.2,1.1,5010.21
Vauxhall,Mokka,2013,Automatic,65308,Petrol,0,56.1,1.4,11028.77
Hyundai,Ioniq,2013,Semi-Auto,41273,Petrol,150,40.1,1.4,11243.52
Skoda,Kamiq,2022,Semi-Auto,27536,Hybrid,125,40.5,1.0,15918.52
VW,Golf,2014,Semi-Auto,30655,Hybrid,555,56.9,2.0,16603.84
BMW,X3,2014,Semi-Auto,39873,Diesel,150,63.8,2.8,27984.81
Toyota,Land Cruiser,2023,Semi-Auto,37179,Petrol,150,40.5,1.1,21284.82
Skoda,Karoq,2014,Automatic,67540,Hybrid,555,52.8,1.6,14416.29
Skoda,Karoq,2023,Automatic,4609,Electric,0,33.3,1.4,20468.47
Ford,Mondeo,2012,Automatic,34175,Hybrid,20,66.5,1.9,13258.61
Hyundai,i20,2017,Manual,33150,Petrol,0,64.5,1.1,13733.4
Audi,Q3,2021,Manual,60324,Petrol,205,32.0,1.5,24058.33
Mercedes,B Class,2012,Automatic,40600,Hybrid,30,40.7,2.1,24746.48
Audi,A1,2016,Semi-Auto,24211,Electric,145,64.2,1.9,24360.82
VW,T-Roc,2009,Automatic,128295,Diesel,205,55.5,1.9,9533.36
VW,Passat,2022,Semi-Auto,43486,Hybrid,20,45.2,1.7,21044.46
Vauxhall,Mokka,2016,Semi-Auto,33129,Hybrid,30,35.5,1.2,9450.03
Skoda,Octavia,2020,Automatic,30984,Petrol,555,47.1,1.7,22358.78
Mercedes,A Class,2018,Semi-Auto,18008,Diesel,125,59.7,2.7,30874.6
Toyota,RAV4,2018,Semi-Auto,37382,Diesel,205,68.2,1.2,18697.66
Toyota,Yaris,2013,Manual,100072,Electric,145,48.2,1.9,13525.72
Mercedes,GLC Class,2022,Semi-Auto,14730,Electric,30,28.1,1.6,30820.24
Mercedes,A Class,2019,Automatic,52520,Electric,125,53.0,1.8,30971.06
Skoda,Citigo,2009,Manual,78417,Petrol,145,29.6,1.2,4734.9
Ford,Mondeo,2019,Automatic,69868,Petrol,555,31.8,1.2,15620.89
Hyundai,i30,2018,Semi-Auto,34238,Electric,0,45.9,2.0,18753.95
Skoda,Citigo,2009,Manual,82636,Hybrid,555,38.2,1.8,6928.22
Ford,Focus,2013,Semi-Auto,83458,Petrol,125,59.6,1.1,10115.26
Toyota,Prius,2019,Manual,35393,Petrol,20,58.1,1.3,17439.22
VW,Passat,2011,Semi-Auto,57510,Electric,150,39.0,2.0,12646.79
Ford,Mondeo,2006,Automatic,61013,Petrol,125,53.7,1.3,5504.66
Skoda,Citigo,2011,Manual,57449,Diesel,30,49.6,1.6,10020.48
Mercedes,GLA Class,2008,Semi-Auto,193834,Diesel,555,36.9,1.3,15748.15
Ford,Kuga,2007,Manual,78500,Diesel,150,65.9,1.5,6269.14
Audi,A1,2016,Automatic,37741,Diesel,30,70.6,2.4,27063.05
Vauxhall,Astra,2015,Automatic,34355,Hybrid,125,54.7,1.8,14637.01
Audi,Q3,2016,Automatic,28921,Diesel,555,36.8,1.5,24642.67
VW,T-Cross,2022,Automatic,31733,Electric,150,33.4,1.3,21183.95
Skoda,Karoq,2019,Semi-Auto,43971,Diesel,145,42.0,1.1,16538.58
Mercedes,GLA Class,2016,Semi-Auto,23561,Petrol,30,47.8,2.6,29313.49
Audi,Q2,2012,Semi-Auto,48726,Petrol,205,49.3,2.3,19433.59
Hyundai,Kona,2020,Automatic,32779,Diesel,150,49.5,1.6,16129.14
BMW,2 Series,2021,Automatic,15838,Petrol,30,67.2,1.6,29077.59
Audi,A5,2008,Semi-Auto,54344,Diesel,205,60.7,1.2,14826.44
Vauxhall,Grandland X,2023,Semi-Auto,5156,Petrol,20,52.3,1.4,19617.95
Audi,A5,2020,Manual,31065,Electric,205,27.7,2.6,27158.91
Skoda,Kodiaq,2006,Automatic,70324,Hybrid,145,68.0,1.5,3881.37
BMW,4 Series,2021,Manual,45804,Petrol,125,48.9,2.6,30173.29
Hyundai,Kona,2012,Automatic,47641,Diesel,20,60.1,1.6,11028.68
Skoda,Karoq,2019,Automatic,20348,Electric,30,32.5,1.9,18390.64
VW,T-Roc,2021,Semi-Auto,15567,Diesel,150,62.0,1.8,23027.45
Skoda,Kamiq,2015,Semi-Auto,39254,Electric,150,44.4,1.8,11565.5
Hyundai,Kona,2022,Manual,21725,Electric,145,66.7,1.8,20865.22
Skoda,Superb,2019,Semi-Auto,37325,Petrol,0,69.2,1.7,18196.81
VW,Golf,2014,Manual,89255,Hybrid,150,44.7,2.5,14410.13
Audi,A6,2022,Automatic,55355,Diesel,30,55.7,1.2,27680.85
Ford,Kuga,2016,Automatic,22243,Diesel,20,71.5,1.2,15651.03
Toyota,RAV4,2011,Automatic,38138,Petrol,30,60.7,2.1,15990.55
Vauxhall,Insignia,2023,Manual,13305,Hybrid,205,71.4,1.0,17698.16
BMW,1 Series,2015,Semi-Auto,31342,Electric,125,64.1,2.1,24651.61
Audi,Q3,2006,Semi-Auto,83493,Petrol,150,50.4,1.6,11112.69
VW,Passat,2012,Manual,51849,Petrol,555,69.9,2.0,14217.74
VW,Polo,2012,Semi-Auto,58186,Hybrid,150,41.7,2.2,12481.43
BMW,X5,2023,Automatic,2599,Petrol,205,36.8,2.3,31871.86
VW,T-Roc,2009,Manual,45997,Electric,125,47.0,1.8,9167.05
VW,Tiguan,2021,Manual,20895,Diesel,150,70.0,1.1,20284.39
BMW,2 Series,2018,Semi-Auto,39691,Hybrid,0,49.4,2.0,27483.84
Mercedes,B Class,2016,Automatic,26929,Electric,125,44.8,2.4,28811.46
Hyundai,Santa Fe,2016,Manual,86897,Petrol,30,27.5,1.1,12044.99
Mercedes,A Class,2015,Automatic,39980,Petrol,150,46.2,1.8,27196.43
Hyundai,Santa Fe,2022,Manual,3887,Diesel,555,68.8,1.5,20463.74
Ford,Mondeo,2005,Semi-Auto,72406,Petrol,125,27.7,1.3,3675.88
Mercedes,A Class,2019,Automatic,46206,Petrol,150,54.7,1.4,29214.09
BMW,1 Series,2014,Automatic,31766,Electric,20,42.1,1.8,25091.45
Skoda,Superb,2022,Manual,21882,Diesel,0,78.5,1.2,20777.84
Audi,A5,2021,Semi-Auto,52056,Hybrid,0,68.5,2.0,27532.24
Skoda,Karoq,2016,Semi-Auto,29721,Hybrid,145,79.0,1.2,15274.97
Audi,A6,2017,Manual,24426,Hybrid,205,50.4,1.5,22888.22
Ford,Fiesta,2017,Automatic,52588,Diesel,205,60.8,1.4,18129.85
Mercedes,GLA Class,2015,Semi-Auto,26008,Diesel,125,41.2,1.7,25311.93
